imageName,ylabel,plane,helicopter,other,aircraft
2016-10-30T20+56+58_260Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T18+56+24_120Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-03T18+12+37_537Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-21T10+37+34_474Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-12T19+05+51_000Z,Airplane,TRUE,FALSE,FALSE,TRUE
2016-10-13T20+06+20_673Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T13+30+20_560Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T21+45+36_760Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-07T18+47+42_620Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-30T20+21+40_600Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-08T16+47+55_937Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T13+07+34_300Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-13T19+56+59_190Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T18+53+33_459Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-31T16+06+19_140Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-06T18+10+25_500Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-05T17+57+11_900Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T14+32+19_184Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-02T17+43+05_830Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T13+26+13_160Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-23T16+47+21_730Z,Airplane,TRUE,FALSE,FALSE,TRUE
2016-12-20T12+07+48_170Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T03+19+09_900Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T17+03+13_290Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T18+05+11_220Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-03T18+18+30_604Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-29T11+34+51_450Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-18T17+59+03_320Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-28T20+12+44_860Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-29T22+11+26_430Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-06T11+16+37_259Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T17+08+35_120Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-07T22+00+25_890Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-16T18+15+01_710Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-23T22+20+09_470Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-21T13+43+05_690Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T18+52+35_820Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-13T19+58+32_020Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-22T12+32+56_480Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-05T15+24+58_670Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-02T17+07+42_860Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T16+34+30_640Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T21+16+30_160Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+45+50_110Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T10+43+43_020Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-03T17+05+42_930Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-03T20+02+43_370Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-03T18+40+55_820Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+10+24_230Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-05T17+28+58_500Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-03T17+07+49_810Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T13+06+43_160Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T13+40+53_941Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-17T16+24+17_870Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-10T18+25+56_150Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-21T13+08+31_250Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-02-04T19+20+26_310Z,Airplane,TRUE,FALSE,FALSE,TRUE
2016-10-11T11+30+52_230Z,Airplane,TRUE,FALSE,FALSE,TRUE
2016-10-07T19+08+57_000Z,Airplane,TRUE,FALSE,FALSE,TRUE
2016-12-11T22+07+53_306Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-04T10+55+00_248Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T15+55+24_170Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-26T15+31+25_446Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-11T14+18+25_243Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+24+45_310Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T13+59+07_284Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-25T22+05+58_430Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T14+03+12_345Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-23T20+18+14_402Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-03T16+55+23_550Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T14+33+35_100Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-11T17+03+38_240Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T13+36+30_390Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T10+48+55_710Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-19T21+28+10_640Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T12+57+22_560Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T15+39+27_830Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T19+54+09_140Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-14T12+13+26_710Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-21T17+35+26_900Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+26+45_460Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T12+31+04_420Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T14+18+14_020Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T12+09+09_264Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-30T18+34+47_660Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-14T15+37+07_460Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-13T14+50+29_100Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-12T19+43+56_030Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+00+07_601Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-02T17+06+55_870Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-14T13+14+23_280Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-05T20+01+15_580Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T11+57+04_901Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T21+21+50_080Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T17+00+41_610Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-24T14+07+50_960Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-18T15+58+56_430Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T16+04+26_770Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-02-02T12+20+07_090Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-13T21+21+09_060Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T15+04+11_640Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-26T16+08+21_990Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-21T13+30+34_190Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-25T14+07+57_265Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T20+24+29_410Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T17+25+49_180Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-03T17+32+31_720Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T12+33+24_420Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T15+54+47_960Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-25T18+31+46_501Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-06T19+36+44_640Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-28T20+37+22_212Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-28T19+06+37_260Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-07T23+20+32_540Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-28T16+59+17_071Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-09T15+21+50_430Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-28T20+58+35_028Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-22T20+09+11_400Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-11T19+55+57_640Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T11+09+21_130Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-06T16+13+08_399Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-28T19+13+59_280Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T12+10+51_490Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T21+18+33_170Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-18T17+39+59_820Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-14T21+38+23_270Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T11+05+47_290Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-12T21+49+57_780Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-24T19+08+05_950Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-03T12+10+42_990Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-16T20+28+44_200Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-13T12+42+41_525Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-04T10+58+31_788Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-06T10+50+29_725Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-04T16+02+32_330Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-12T21+19+55_090Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-26T17+43+55_513Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-30T19+09+42_530Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-05T17+55+30_040Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-07T12+55+29_840Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-18T17+59+34_050Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-05T16+03+44_660Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-12T21+46+13_560Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T17+41+26_980Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T13+55+05_110Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-11T23+01+01_155Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-23T22+24+54_190Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T10+45+53_090Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T15+34+37_250Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-22T18+32+48_700Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-06T11+25+55_845Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T13+48+29_990Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T12+12+26_370Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-06T20+11+41_090Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-25T17+34+26_530Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T14+07+53_830Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T09+48+59_200Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-02-01T16+19+50_089Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-02-01T16+19+29_080Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-28T17+59+42_548Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T19+47+03_100Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-23T12+39+45_420Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-03T17+17+31_230Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-21T12+12+21_470Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T14+24+17_790Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-10T12+19+05_640Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T12+13+02_426Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-14T16+24+45_250Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-18T15+04+15_160Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T14+24+21_540Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T18+26+18_690Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-11T18+07+39_890Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-04T12+13+58_707Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T16+39+34_020Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-23T21+48+01_130Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-12T22+09+32_340Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-13T19+48+18_090Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T15+40+26_250Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-02T17+22+52_030Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-07T17+42+43_350Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-03T17+47+52_050Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-28T10+53+03_817Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T16+49+29_750Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-03T20+04+33_200Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-13T20+40+49_800Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T18+26+58_386Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-31T15+55+22_260Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-25T19+28+44_970Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-26T15+31+49_680Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T17+41+49_930Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T20+28+43_680Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-18T17+50+26_740Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T17+37+02_450Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-18T17+47+26_250Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T17+52+29_556Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-14T16+42+30_428Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-22T20+32+20_230Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-29T20+57+31_680Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-03T18+05+01_160Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T12+13+57_090Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-30T16+44+05_450Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-10T20+33+26_860Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T17+27+12_870Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-01T14+47+36_000Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+14+09_082Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T11+18+04_188Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-10T12+24+46_600Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-05T17+53+01_530Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-16T20+23+32_570Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-30T17+58+37_691Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T11+39+29_520Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-06T19+56+12_180Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-29T12+53+28_370Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T10+14+51_750Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-05T17+30+58_043Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T13+06+25_370Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-12T17+38+48_740Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T11+12+21_410Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T17+34+57_180Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-05T13+55+55_510Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-02T14+15+31_360Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-03T18+54+56_353Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-17T12+38+27_960Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-08T19+30+21_560Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-31T14+14+29_230Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-19T10+38+33_074Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-22T20+02+20_420Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T13+43+00_170Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+13+24_450Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-17T16+18+22_650Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T12+01+53_730Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-26T17+42+40_140Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-03T18+09+42_850Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T17+04+23_440Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-03T17+32+59_480Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T16+31+53_930Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-23T20+08+29_870Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T16+29+26_250Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T15+50+21_000Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-22T14+00+42_610Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T16+22+08_780Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T15+03+39_400Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T13+25+14_941Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-21T11+35+25_170Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-27T20+07+34_110Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-28T16+53+53_120Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-10T19+21+58_710Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T13+55+58_610Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-17T18+02+55_840Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T17+21+43_210Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T10+59+16_010Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-12T22+28+54_930Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T19+44+53_660Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-13T21+11+00_600Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-27T12+24+28_180Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-19T18+08+28_280Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T18+03+27_970Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T13+53+30_940Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-04T10+56+21_856Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-21T14+00+23_820Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-11T18+38+39_980Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T15+57+01_610Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T17+32+59_443Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T17+37+20_040Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-21T12+13+15_630Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T15+47+06_490Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-09T17+39+01_400Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T13+25+30_150Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-30T20+46+47_980Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T15+07+05_580Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T15+17+25_720Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T19+33+16_790Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T15+42+16_886Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T13+25+02_390Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T15+00+38_740Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+23+45_290Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T17+03+29_500Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T13+56+59_043Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T13+58+53_972Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-26T15+30+36_290Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T13+14+14_767Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-30T20+29+04_780Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-23T21+58+55_470Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-03T21+38+35_083Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-30T20+28+47_620Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T15+55+51_937Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-22T15+29+32_320Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T17+14+28_730Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T17+40+18_480Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-03T17+05+28_270Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-23T22+13+09_940Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-13T21+09+11_810Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-07T19+09+33_970Z,Airplane,TRUE,FALSE,FALSE,TRUE
2016-08-22T12+49+25_360Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T13+48+07_770Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-06T15+11+12_981Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-13T18+22+23_990Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-28T17+51+34_510Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-02T15+24+28_430Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-25T18+29+36_780Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-13T19+07+52_505Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-23T22+12+15_890Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-17T18+13+05_830Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T15+39+20_750Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-26T17+10+19_520Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-22T12+36+45_530Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T17+59+51_970Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-25T17+45+38_290Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T11+35+22_570Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-28T17+43+03_130Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T16+05+10_560Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T16+21+07_050Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-08T11+54+17_040Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-06T19+34+24_330Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-31T18+35+48_160Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-21T15+42+31_330Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-06T11+18+38_448Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-25T18+53+05_060Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-09T20+08+16_080Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T18+17+20_560Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-30T16+49+32_440Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-23T12+41+16_480Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T15+03+36_950Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-03T17+55+08_070Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-08T21+07+48_290Z,Airplane,TRUE,FALSE,FALSE,TRUE
